,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
92,FDX02,OUT027,5867.388061
93,FDQ16,OUT027,2810.579613
94,FDU35,OUT018,1399.60294
95,NCT29,OUT013,1961.1153
96,FDZ27,OUT046,752.3919877
97,FDN57,OUT017,2319.601654
98,FDA03,OUT018,1971.58155
99,FDZ36,OUT045,2951.590728
100,NCU05,OUT013,1298.009837
101,FDT39,OUT018,2148.082917
102,FDK60,OUT017,1621.709178
103,FDZ25,OUT017,2892.65288
104,FDG12,OUT046,2001.729481
105,DRB01,OUT019,479.4327387
106,NCC43,OUT027,6679.045814
107,FDX13,OUT019,702.9542781
108,FDM22,OUT049,882.5641214
109,FDJ03,OUT027,1281.145828
110,FDU14,OUT018,3374.229342
111,FDB33,OUT010,381.1532627
112,FDP27,OUT046,3123.249128
113,FDO38,OUT010,182.8967877
114,FDE28,OUT027,6162.585245
115,FDO27,OUT035,1645.240202
116,DRL23,OUT027,2830.587858
117,FDS28,OUT046,888.8372872
118,FDX24,OUT013,1470.306028
119,FDZ02,OUT035,1613.231151
120,FDL46,OUT045,1792.788827
121,FDS60,OUT027,4751.591298
122,NCO06,OUT017,536.0614312
123,FDO16,OUT035,1395.697373
124,FDC60,OUT049,1468.762172
125,FDA48,OUT018,3066.371341
126,FDZ36,OUT027,5003.094052
127,FDK27,OUT045,1876.657401
128,FDW23,OUT018,531.2935549
129,FDM14,OUT018,1536.29667
130,FDM14,OUT013,1742.66759
131,FDW60,OUT018,2520.285858
132,FDE21,OUT013,1865.782638
133,NCM42,OUT035,1841.806802
134,FDY59,OUT010,213.6616856
135,DRI49,OUT049,1340.437557
136,FDT28,OUT019,303.1970828
137,FDQ22,OUT018,535.7288446
138,FDR60,OUT049,1256.648193
139,FDC50,OUT019,243.8356293
140,FDV24,OUT013,2437.246166
141,DRF48,OUT010,476.592875
142,FDQ47,OUT046,605.20804
143,DRN36,OUT049,1603.787668
144,NCY06,OUT035,2151.865408
145,FDE52,OUT035,1492.839836
146,NCB54,OUT045,1989.617979
147,NCF31,OUT035,2574.806648
148,FDJ08,OUT027,5081.387013
149,NCC07,OUT017,1732.489979
150,NCD19,OUT027,1412.68997
151,FDL46,OUT049,1952.996162
152,FDM20,OUT045,3904.507156
153,NCI06,OUT010,418.2268005
154,DRM11,OUT035,4451.876492
155,NCH07,OUT018,2174.109227
156,FDS23,OUT013,2113.510003
157,FDO49,OUT018,656.6414858
158,FDS35,OUT049,1094.036277
159,DRK39,OUT045,1244.229516
160,DRI39,OUT049,933.6908463
161,FDV04,OUT017,2617.689885
162,NCN14,OUT035,3090.096394
163,FDH08,OUT013,3770.369907
164,FDS20,OUT046,3001.841608
165,FDV40,OUT049,1204.238103
166,FDZ48,OUT010,239.5538302
167,FDS24,OUT027,2333.742096
168,FDK44,OUT049,2915.673471
169,FDS48,OUT045,2324.20467
170,FDK26,OUT010,560.3516787
171,FDD23,OUT045,3037.292514
172,NCH54,OUT017,2670.494081
173,NCP14,OUT010,239.6324994
174,FDM60,OUT010,93.62797813
175,FDV24,OUT017,2529.653405
176,FDH08,OUT018,3238.76104
177,FDS12,OUT027,3383.926287
178,FDR39,OUT027,4822.228978
179,FDP12,OUT027,969.0764169
180,DRF60,OUT027,6320.563565
181,FDC09,OUT035,1761.240442
182,FDF50,OUT018,2834.157962
183,FDG28,OUT035,4138.511047
184,NCE19,OUT017,911.1334218
185,NCM53,OUT010,250.2485869
186,NCN18,OUT049,1829.15764
187,FDF32,OUT035,3400.79872
188,FDF11,OUT013,3982.187997
189,DRI59,OUT049,3769.195653
190,NCG54,OUT035,2858.220161
191,FDM44,OUT046,1641.605357
192,FDT57,OUT018,3287.492629
193,FDV24,OUT046,2455.959442
194,FDI50,OUT019,688.3425974
195,FDS09,OUT035,872.1458807
196,NCC31,OUT027,4091.051581
197,FDQ07,OUT019,637.579925
198,FDC22,OUT017,3270.828929
199,FDZ56,OUT046,2752.469496
200,FDZ40,OUT019,98.08883967
201,FDS46,OUT027,3165.308247
202,DRD24,OUT045,2177.254406
203,FDV45,OUT017,3145.806745
204,FDL26,OUT045,2443.662319
205,FDA56,OUT018,1714.386545
206,FDN27,OUT046,1894.841235
207,FDM20,OUT049,4150.376385
208,FDO16,OUT017,1341.958
209,FDL03,OUT035,3364.186376
210,FDE58,OUT046,1871.768109
211,FDI02,OUT027,3028.043508
212,NCC55,OUT019,81.87669184
213,FDR03,OUT018,2914.704817
214,FDB14,OUT017,1564.177419
215,FDR45,OUT013,3891.42508
216,NCN07,OUT017,2150.947289
217,FDM51,OUT019,268.086881
218,FDT52,OUT027,6505.709611
219,FDL26,OUT046,2518.037647
220,NCZ42,OUT046,3879.708885
221,DRI47,OUT019,341.1748628
222,FDW40,OUT013,2225.432545
223,FDN34,OUT046,2771.265811
224,FDS01,OUT035,3071.130302
225,NCG55,OUT045,1777.023099
226,FDC11,OUT035,1479.64367
227,FDX35,OUT018,3296.943098
228,NCB06,OUT046,2604.554531
229,FDR09,OUT019,679.5494615
230,FDC53,OUT017,1568.099682
231,FDY45,OUT013,4103.905217
232,FDA22,OUT010,455.7933043
233,FDE02,OUT035,1632.176996
234,FDW21,OUT045,1589.855144
235,FDV34,OUT046,1197.559386
236,FDS59,OUT049,1853.076735
237,NCW17,OUT017,2127.91844
238,NCK54,OUT046,1874.597206
239,FDG17,OUT019,586.8256116
240,FDG35,OUT017,2943.607237
241,FDD08,OUT010,88.24480535
242,NCO07,OUT017,3554.960886
243,FDJ10,OUT010,385.3973681
244,FDW36,OUT017,1720.827921
245,FDW21,OUT010,262.8607557
246,FDY19,OUT017,1957.569386
247,DRE03,OUT013,718.1613972
248,NCC55,OUT049,623.3181262
249,FDH52,OUT010,131.2341641
250,FDO09,OUT017,4518.893542
251,FDU43,OUT045,3816.508634
252,FDX09,OUT010,428.8102668
253,FDH40,OUT019,176.3762836
254,FDW58,OUT017,1713.763217
255,FDC47,OUT017,3804.907428
256,NCR41,OUT035,1592.255011
257,DRG49,OUT035,4204.066886
258,FDC52,OUT027,4018.916031
259,FDY13,OUT046,1212.403441
260,FDY35,OUT013,712.2635103
261,FDI35,OUT017,3071.133935
262,NCU18,OUT049,2325.611221
263,FDY33,OUT018,2225.278627
264,FDC15,OUT027,4126.72864
265,FDU01,OUT049,3174.923097
266,NCU42,OUT046,2735.921563
267,NCV29,OUT018,2488.699638
268,NCY30,OUT017,3010.477079
269,FDQ46,OUT049,1863.699778
270,FDG58,OUT027,4123.444787
271,FDK33,OUT017,3550.966435
272,NCD07,OUT045,1781.708175
273,NCX29,OUT027,3855.795453
274,NCT42,OUT013,2367.453808
275,DRN59,OUT035,763.9993789
276,FDI44,OUT035,1333.078708
277,FDA45,OUT049,2946.20996
278,FDP31,OUT045,1025.954106
279,FDY01,OUT046,1912.167047
280,FDT09,OUT018,1854.864781
281,DRH03,OUT027,2470.948413
282,FDA36,OUT018,2602.536404
283,NCF31,OUT017,2544.491976
284,FDG14,OUT049,2592.665863
285,FDG28,OUT027,6521.999754
286,FDU14,OUT049,4076.36157
287,FDY47,OUT019,375.4027742
288,FDI56,OUT049,1510.741749
289,DRD01,OUT013,906.148179
290,FDM22,OUT046,888.4466699
291,FDH33,OUT013,666.3109606
292,DRZ24,OUT013,1895.267056
293,NCQ38,OUT046,1689.018151
294,FDO16,OUT027,2186.832894
295,FDU07,OUT027,3983.285938
296,NCB07,OUT013,3081.562683
297,FDU48,OUT045,2028.453826
298,NCM43,OUT045,2568.249178
299,FDR31,OUT010,403.8831675
300,DRK49,OUT018,558.7966722
301,NCI30,OUT010,562.0768692
302,DRD60,OUT017,3015.11856
303,NCG19,OUT046,3789.824362
304,FDH12,OUT035,1770.254307
305,FDM32,OUT035,1540.842694
306,FDM27,OUT035,2694.122444
307,NCU53,OUT027,4432.267924
308,NCQ18,OUT046,1578.991771
309,FDS10,OUT013,2849.480549
310,FDB33,OUT027,4202.933663
311,FDI12,OUT013,1383.748485
312,NCW42,OUT013,3521.923773
313,NCC06,OUT018,1744.378263
314,FDW02,OUT017,2081.844989
315,NCD43,OUT017,1720.377413
316,FDM57,OUT018,1156.926485
317,FDA58,OUT017,3990.587511
318,FDK56,OUT046,3038.110966
319,FDP52,OUT045,3559.82852
320,FDW20,OUT018,1705.246477
321,FDS52,OUT049,1621.352886
322,NCT29,OUT018,1665.399523
323,NCL54,OUT013,2810.758142
324,FDC05,OUT045,3059.766723
325,FDF34,OUT035,3401.124807
326,FDP03,OUT027,3338.328009
327,FDD32,OUT010,208.4153637
328,FDZ10,OUT045,1962.386805
329,FDZ40,OUT035,887.0130856
330,FDD51,OUT018,579.8809424
331,NCY30,OUT019,422.2009895
332,FDP58,OUT017,3659.267349
333,FDV49,OUT017,4523.834048
334,FDY24,OUT019,129.0126515
335,NCO55,OUT017,1779.552909
336,FDR13,OUT017,1992.843573
337,FDS51,OUT017,1024.828988
338,FDP26,OUT045,1583.730279
339,NCB54,OUT027,3446.067769
340,FDF32,OUT017,3309.333
341,FDN31,OUT018,2653.778366
342,DRM48,OUT017,591.7781017
343,FDN20,OUT049,2814.615404
344,DRL01,OUT046,3834.728258
345,FDV56,OUT049,1804.44885
346,DRH13,OUT027,2853.694313
347,FDA03,OUT017,2382.181463
348,FDF47,OUT027,6031.20228
349,FDX32,OUT046,2414.038959
350,FDX57,OUT049,1607.895903
351,NCA30,OUT045,2934.935718
352,FDO49,OUT013,765.5888464
353,FDL04,OUT019,203.5441029
354,DRM48,OUT035,622.2404082
355,FDR16,OUT013,3401.887693
356,NCC19,OUT018,2675.945557
357,NCE42,OUT045,3632.869253
358,FDY24,OUT017,922.6725531
359,FDH19,OUT049,2914.069712
360,FDJ46,OUT013,2779.148984
361,FDN45,OUT010,537.3967478
362,FDY08,OUT035,2426.655622
363,FDZ37,OUT035,1502.253529
364,NCT30,OUT045,724.1015307
365,DRY23,OUT018,583.3566464
366,NCZ30,OUT018,1672.874023
367,FDC44,OUT018,1569.301044
368,FDB45,OUT035,1760.353286
369,FDY04,OUT013,2567.976052
370,FDM27,OUT046,2619.30127
371,FDZ43,OUT017,4146.39727
372,FDT39,OUT019,407.7297687
373,NCC06,OUT019,285.7177409
374,FDL15,OUT027,4091.145672
375,FDL57,OUT017,4383.978887
376,FDU08,OUT046,1600.866619
377,FDK40,OUT017,4360.248188
378,FDQ12,OUT010,561.7677988
379,FDS48,OUT017,2502.464807
380,FDP09,OUT045,3289.472043
381,FDW21,OUT049,1668.439813
382,FDY25,OUT035,3118.411543
383,DRE13,OUT017,1420.978236
384,FDV43,OUT019,100.2694724
385,FDD22,OUT045,1731.4052
386,FDM46,OUT019,216.5145475
387,NCO30,OUT010,404.30274
388,FDM25,OUT046,2771.418171
389,NCN41,OUT049,2042.168468
390,FDU24,OUT045,1467.349627
391,FDZ50,OUT046,2949.399111
392,FDP45,OUT013,4106.852523
393,NCM54,OUT045,1928.834829
394,FDW10,OUT019,430.9434212
395,FDP20,OUT017,2123.205479
396,FDK32,OUT046,2486.783089
397,FDN52,OUT049,1436.650419
398,FDM58,OUT045,1733.993495
399,FDZ46,OUT027,2935.91864
400,NCA18,OUT018,1603.337394
401,FDD35,OUT046,1990.587827
402,NCK31,OUT035,831.0987995
403,FDI40,OUT027,2645.441105
404,FDT50,OUT019,211.6358429
405,NCT06,OUT046,2637.042761
406,FDT31,OUT035,3192.677886
407,FDT45,OUT049,869.0957058
408,FDT13,OUT045,2953.166851
409,FDO50,OUT045,1418.841215
410,NCU18,OUT010,308.0773174
411,NCR54,OUT049,3224.395565
412,NCO18,OUT018,2450.108896
413,FDU09,OUT045,881.5258696
414,FDT13,OUT018,2639.606242
415,FDE09,OUT046,1825.492744
416,NCK53,OUT019,248.1755595
417,FDG45,OUT049,3608.093999
418,DRH15,OUT035,738.3435594
419,FDO21,OUT019,619.3445798
420,FDD14,OUT027,4953.428842
421,FDC09,OUT046,1682.839052
422,FDH45,OUT027,1157.416609
423,FDV32,OUT046,1054.373268
424,FDG12,OUT035,2042.796797
425,FDS32,OUT013,2274.55863
426,NCL55,OUT018,3529.467233
427,DRE01,OUT035,4178.570767
428,DRE15,OUT049,1235.407537
429,NCL42,OUT045,3825.925412
430,FDP31,OUT013,1027.93572
431,FDN33,OUT018,1314.582656
432,FDZ59,OUT046,2718.211939
433,FDE45,OUT010,451.0148579
434,FDJ07,OUT013,1901.288382
435,FDQ45,OUT018,2609.773675
436,FDM33,OUT027,5850.687551
437,FDO15,OUT010,184.6814404
438,FDM46,OUT013,1476.422366
439,FDR03,OUT045,3264.281166
440,FDY49,OUT018,2369.189484
441,FDQ60,OUT045,1874.277878
442,FDW10,OUT049,2908.058566
443,FDO51,OUT049,749.7138818
444,FDJ40,OUT018,1473.541536
445,FDS20,OUT018,2561.350495
446,FDU45,OUT013,1808.166107
447,FDV02,OUT035,2792.563131
448,FDN09,OUT046,3947.083222
449,NCM55,OUT027,4980.874663
450,FDN23,OUT018,2081.071053
451,FDY31,OUT010,372.5647604
452,FDW03,OUT010,285.1933367
453,FDD14,OUT046,2998.577571
454,FDV23,OUT017,2120.768958
455,DRI03,OUT045,2680.891934
456,FDN13,OUT035,1612.219878
457,FDF45,OUT027,1599.747692
458,FDU46,OUT035,1492.405911
459,FDB57,OUT049,3773.489196
460,FDV12,OUT049,1658.894271
461,FDQ58,OUT013,2424.305209
462,NCA18,OUT017,1913.619904
463,FDH52,OUT049,1000.544859
464,FDM24,OUT018,2120.178872
465,NCP43,OUT027,4830.40545
466,NCO18,OUT019,413.7618286
467,FDM32,OUT017,1506.177274
468,NCL07,OUT017,624.1304006
469,FDK03,OUT013,4049.470552
470,FDP59,OUT017,1728.278188
471,FDQ24,OUT049,4187.254653
472,FDQ16,OUT018,1447.795615
473,FDU44,OUT013,2627.842672
474,FDH28,OUT010,74.80717328
475,FDV28,OUT019,73.48157471
476,FDM22,OUT045,837.5949537
477,FDR56,OUT046,3248.014934
478,FDV39,OUT049,3300.821465
479,FDU37,OUT019,223.4101536
480,FDQ11,OUT010,803.9341999
481,FDX02,OUT045,3396.433184
482,NCS42,OUT018,1265.824362
483,FDY57,OUT027,2528.688487
484,FDB21,OUT049,4110.5474
485,FDE28,OUT017,3831.013839
486,FDQ55,OUT017,1914.819417
487,FDA48,OUT049,3721.817136
488,FDZ19,OUT045,2753.933946
489,NCC43,OUT045,3960.22179
490,NCV18,OUT046,1313.041982
491,NCA42,OUT018,2196.237491
492,FDY45,OUT046,4168.583058
493,NCC30,OUT045,2753.569955
494,FDM57,OUT013,1374.791961
495,FDL09,OUT010,420.794904
496,FDB09,OUT027,3325.53758
497,FDT44,OUT035,2012.405192
498,NCT06,OUT027,4350.870612
499,FDX26,OUT049,2966.693046
500,FDK32,OUT013,2491.403258
501,DRA12,OUT046,2309.907259
502,FDO46,OUT010,504.5276865
503,FDE52,OUT013,1361.569641
504,NCH42,OUT045,3602.02885
505,FDV08,OUT035,711.634307
506,FDB47,OUT018,2945.28726
507,FDC28,OUT010,214.2966666
508,FDD22,OUT046,1835.296033
509,FDS07,OUT027,3069.870862
510,DRI13,OUT045,3383.921861
511,FDG32,OUT018,3116.827378
512,FDU14,OUT017,4085.539866
513,FDD28,OUT019,107.6992871
514,NCP41,OUT017,1821.484465
515,FDS08,OUT049,2955.030918
516,FDX47,OUT045,2537.860607
517,FDC53,OUT019,190.2122552
518,FDQ19,OUT035,4225.929877
519,FDL14,OUT045,2489.12732
520,FDM33,OUT019,563.3672383
521,FDA51,OUT045,1741.251445
522,FDZ27,OUT018,646.2611801
523,FDT04,OUT046,639.0710363
524,DRC13,OUT049,2104.193347
525,FDR16,OUT027,5694.096507
526,FDQ03,OUT027,6386.233616
527,FDE38,OUT035,2899.980902
528,DRH23,OUT027,1504.577232
529,FDT11,OUT019,555.4377583
530,FDD09,OUT035,3068.929059
531,FDR40,OUT045,1252.081719
532,FDX07,OUT017,3109.347733
533,FDR07,OUT035,1631.012098
534,FDA51,OUT017,1884.04539
535,FDT59,OUT019,643.5078295
536,FDF20,OUT017,3283.490673
537,FDR13,OUT045,1833.84945
538,FDY26,OUT049,3450.229048
539,FDW04,OUT017,2139.315819
540,FDK52,OUT017,3692.934673
541,FDN60,OUT049,2600.694217
542,FDM09,OUT019,459.946135
543,FDP46,OUT049,1445.079954
544,FDB50,OUT019,202.0905358
545,NCQ29,OUT049,4389.097365
546,FDP16,OUT027,6459.746651
547,FDX33,OUT018,2277.15087
548,FDP07,OUT010,481.4458932
549,FDN22,OUT046,4141.586212
550,FDF39,OUT049,4345.075891
551,FDS21,OUT017,1006.692415
552,NCM42,OUT013,1702.319404
553,FDK50,OUT019,435.8069917
554,DRF13,OUT027,3903.22542
555,FDH35,OUT018,2292.058328
556,FDP60,OUT018,1354.201506
557,DRJ49,OUT027,3453.157541
558,NCT42,OUT019,340.188078
559,FDE38,OUT049,2845.055115
560,FDI04,OUT049,3278.068078
561,NCH54,OUT045,2434.133555
562,FDT56,OUT049,987.2876885
563,DRD15,OUT018,3157.599758
564,FDV58,OUT013,3084.757932
565,FDP21,OUT049,3176.461257
566,FDH05,OUT013,3706.695087
567,FDR10,OUT027,4293.169826
568,NCP06,OUT045,2283.495042
569,FDF33,OUT049,1901.949791
570,DRK37,OUT013,3045.003798
571,DRH49,OUT045,1288.687709
572,FDT58,OUT013,2689.231849
573,FDD41,OUT018,1424.302047
574,FDP40,OUT018,1510.546272
575,FDM51,OUT027,2722.551089
576,FDO45,OUT010,211.7007048
577,FDW33,OUT010,248.0682777
578,FDY24,OUT045,848.2124375
579,FDB10,OUT010,605.5157523
580,FDM40,OUT035,2345.23482
581,NCI06,OUT017,3002.755211
582,FDW12,OUT019,372.6249617
583,FDX48,OUT027,4146.424372
584,NCW05,OUT027,2853.278677
585,FDX27,OUT017,1545.652501
586,DRM37,OUT045,3088.649269
587,FDA38,OUT045,3717.124565
588,FDR36,OUT046,651.2439641
589,FDZ45,OUT046,3224.349569
590,FDG05,OUT017,2615.216264
591,FDK28,OUT013,4102.111472
592,FDV47,OUT045,1335.953178
593,FDN21,OUT045,2478.741012
594,FDP20,OUT027,3389.704304
595,FDI35,OUT045,2868.77027
596,DRY23,OUT013,696.2966771
597,FDA56,OUT017,2056.25105
598,FDB09,OUT013,1969.579472
599,NCO26,OUT027,3098.596651
600,FDQ49,OUT018,2100.885601
601,FDI52,OUT027,3196.357872
602,FDZ44,OUT027,3128.414693
603,FDZ09,OUT018,2262.482856
604,FDY03,OUT049,1896.526517
605,NCG42,OUT017,2128.595384
606,DRI13,OUT027,5819.974225
607,FDQ32,OUT013,2035.40699
608,FDW16,OUT035,1506.462009
609,FDU27,OUT046,762.0211848
610,FDR28,OUT010,353.0698165
611,FDQ49,OUT010,309.4691041
612,FDS37,OUT046,1905.555154
613,FDW26,OUT018,3041.394726
614,FDX12,OUT018,3396.64276
615,NCP06,OUT013,2371.354663
616,FDW45,OUT010,326.0100011
617,NCN30,OUT049,1543.716761
618,FDN24,OUT049,869.5412494
619,NCL41,OUT027,869.3651248
620,FDR02,OUT019,210.3481074
621,FDD09,OUT010,453.3827494
622,FDS33,OUT010,221.0596425
623,FDU22,OUT045,1850.271538
624,FDI53,OUT013,2582.316135
625,DRH01,OUT049,2915.3571
626,FDX32,OUT013,2328.481169
627,NCP30,OUT018,532.1118901
628,FDB60,OUT045,3059.243995
629,FDB14,OUT049,1575.02052
630,NCP02,OUT035,971.313182
631,FDJ10,OUT017,2383.583812
632,FDG34,OUT046,1805.437196
633,NCB18,OUT017,1431.909694
634,FDM16,OUT049,1214.100478
635,FDW25,OUT018,1181.420392
636,FDB35,OUT010,248.0455184
637,DRN11,OUT013,2291.972432
638,FDF41,OUT019,546.9754092
639,FDH16,OUT045,1325.046051
640,NCQ50,OUT018,2915.702686
641,DRH23,OUT018,776.3338504
642,DRJ37,OUT013,2431.503252
643,DRJ24,OUT027,4924.171518
644,FDY16,OUT035,3067.001428
645,FDQ27,OUT045,1668.315094
646,FDZ33,OUT045,2312.137064
647,FDF29,OUT045,2004.529408
648,FDA08,OUT049,2773.509641
649,FDG31,OUT046,1048.084923
650,FDE34,OUT019,451.4116795
651,NCR30,OUT027,1941.92278
652,FDV33,OUT035,4489.2038
653,DRZ24,OUT018,1664.9548
654,NCL54,OUT035,2925.564636
655,FDR12,OUT049,2911.555602
656,NCC54,OUT046,3964.629297
657,DRN59,OUT013,720.323374
658,FDX50,OUT019,213.9790864
659,FDV31,OUT027,4773.729263
660,NCA29,OUT027,4579.015539
661,FDW60,OUT049,2999.145011
662,FDX08,OUT017,3066.077386
663,DRD49,OUT013,3829.534346
664,FDD33,OUT046,3800.972969
665,FDW35,OUT013,677.7311705
666,FDJ36,OUT017,1722.237335
667,FDV51,OUT035,2821.006587
668,FDW36,OUT046,1710.29728
669,FDH35,OUT046,2697.938923
670,NCS30,OUT027,3461.773185
671,FDN49,OUT017,615.2148908
672,FDL08,OUT018,3478.795728
673,FDI09,OUT013,4208.600147
674,FDP19,OUT018,1804.635885
675,FDU21,OUT010,78.88486363
676,NCP41,OUT045,1669.662453
677,FDY10,OUT013,1780.872423
678,FDP12,OUT018,502.5476882
679,NCN26,OUT049,1910.373981
680,FDK44,OUT013,2806.642088
681,FDC28,OUT049,1766.667201
682,FDJ41,OUT027,6938.244603
683,NCT29,OUT035,2101.486328
684,NCH42,OUT019,558.0883715
685,FDU60,OUT018,2327.771944
686,FDS02,OUT045,2991.140902
687,FDC51,OUT046,1963.839801
688,FDU03,OUT013,2966.523813
689,FDX39,OUT045,3369.097315
690,NCY05,OUT010,83.11713164
691,NCL06,OUT027,6931.776497
692,FDD32,OUT035,1366.442689
693,NCN41,OUT045,1907.477844
694,NCX53,OUT049,2348.909323
695,FDU57,OUT019,397.8158934
696,FDQ23,OUT046,1707.282474
697,FDQ52,OUT045,3792.799809
698,FDC14,OUT045,632.6968371
699,FDY09,OUT035,2989.757766
700,FDQ28,OUT045,2399.247087
701,FDV25,OUT046,3675.585947
702,FDJ07,OUT035,1976.100179
703,DRB25,OUT049,1754.329568
704,FDK52,OUT019,483.4795961
705,FDY52,OUT027,1641.134501
706,FDB28,OUT046,3153.519267
707,FDT36,OUT035,602.3352086
708,FDV25,OUT017,3800.082469
709,NCN07,OUT027,3465.575483
710,FDC57,OUT017,3277.019046
711,FDQ03,OUT018,3371.751445
712,FDU23,OUT017,2826.482989
713,NCX41,OUT035,3628.078313
714,NCD06,OUT035,776.5495457
715,FDW08,OUT045,1663.881191
716,NCU29,OUT017,2442.138743
717,NCE06,OUT013,2575.17482
718,FDV52,OUT010,236.73176
719,FDB02,OUT017,3037.631223
720,NCR18,OUT045,650.5055801
721,FDK16,OUT049,1524.331546
722,NCQ29,OUT010,701.2759528
723,FDZ01,OUT019,288.438085
724,FDW27,OUT035,2726.499189
725,FDD17,OUT018,3244.173067
726,FDW39,OUT013,2899.121079
727,DRH59,OUT045,1115.480729
728,FDS52,OUT013,1578.044964
729,FDU40,OUT027,5122.021027
730,NCF54,OUT013,2746.665594
731,FDH46,OUT045,1619.789566
732,NCP14,OUT049,1708.900751
733,FDH50,OUT049,3168.362565
734,DRF15,OUT010,284.3197049
735,FDV27,OUT027,2339.81162
736,NCJ06,OUT049,1961.213391
737,FDN02,OUT018,2895.623696
738,FDQ51,OUT049,765.7712346
739,FDQ07,OUT017,3807.568574
740,FDS45,OUT049,1773.557618
741,NCJ06,OUT045,1846.475587
742,FDD36,OUT035,1969.991778
743,FDY25,OUT045,2889.028388
744,FDU52,OUT046,2453.705895
745,DRK47,OUT017,3814.630558
746,NCL30,OUT017,2106.13493
747,FDN22,OUT035,4345.667735
748,NCF30,OUT027,3336.445427
749,FDK03,OUT035,4342.712589
750,FDT45,OUT017,903.6869011
751,NCC54,OUT027,6440.008928
752,FDP08,OUT018,2762.767165
753,FDU44,OUT046,2701.930581
754,DRG39,OUT035,861.0647985
755,FDU32,OUT049,2040.223701
756,FDY27,OUT049,2918.850934
757,NCP54,OUT013,1940.278056
758,NCZ41,OUT049,2097.358529
759,DRL49,OUT013,2289.02681
760,FDI05,OUT018,1038.218927
761,FDY56,OUT045,3615.696538
762,DRC13,OUT013,2028.298689
763,NCV29,OUT017,3022.294439
764,FDR24,OUT049,1478.795478
765,FDZ34,OUT018,2720.732882
766,FDP37,OUT035,2065.178221
767,FDX08,OUT027,4838.523547
768,FDS57,OUT045,2186.875762
769,NCG18,OUT049,1675.880988
770,FDK25,OUT018,2297.585726
771,FDH53,OUT049,1309.002844
