"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"51","DRH11","OUT046",911.999943920061
"52","FDM03","OUT013",1705.26379683321
"53","FDS31","OUT017",2893.39188046118
"54","FDJ20","OUT017",1955.31442865488
"55","FDV44","OUT027",5022.34213946524
"56","FDG02","OUT049",3017.84980759416
"57","FDA09","OUT013",2871.5625961568
"58","FDT04","OUT013",613.454353512682
"59","FDL58","OUT019",635.657000923361
"60","FDE52","OUT045",1440.87021601845
"61","FDW12","OUT035",2315.01653792467
"62","FDL51","OUT017",3436.10004562644
"63","NCY42","OUT027",3761.64427914439
"64","FDR07","OUT017",1547.28358173713
"65","FDN40","OUT045",2440.56768737894
"66","FDB35","OUT027",2405.27860235294
"67","FDA22","OUT017",2650.19786232129
"68","NCL06","OUT046",4196.42977697156
"69","FDI35","OUT013",2897.0934928824
"70","NCW42","OUT045",3542.51341134512
"71","NCX06","OUT049",2878.46076507302
"72","FDC37","OUT027",2879.34366352941
"73","FDZ14","OUT018",1955.90259504996
"74","DRG49","OUT049",3919.755026103
"75","NCG06","OUT045",4095.82135784781
"76","DRC36","OUT045",2776.2956229362
"77","FDV21","OUT019",301.510707294552
"78","FDB53","OUT046",2375.66800086088
"79","DRP47","OUT019",609.53452723915
"80","FDA14","OUT013",2320.31642859339
"81","DRC24","OUT035",2440.56768737894
"82","FDW21","OUT018",1608.44010059954
"83","NCH29","OUT046",1556.28508482706
"84","FDU58","OUT013",3015.78802865488
"85","FDY27","OUT017",2839.09197528055
"86","FDV56","OUT035",1741.4775853651
"87","FDT59","OUT046",3685.09901036126
"88","FDB23","OUT046",3604.21654136818
"89","FDR49","OUT045",739.005502966948
"90","FDB03","OUT010",584.943385964912
"91","FDN39","OUT045",2649.65125116065
"92","FDX02","OUT027",5938.3984740107
"93","FDQ16","OUT027",2868.62933647059
"94","FDU35","OUT018",1589.80737279016
"95","NCT29","OUT013",1952.15942739431
"96","FDZ27","OUT046",769.33123443505
"97","FDN57","OUT017",2244.22879434281
"98","FDA03","OUT018",2327.25615274404
"99","FDZ36","OUT045",2968.38629239047
"100","NCU05","OUT013",1297.19139468101
"101","FDT39","OUT018",2415.58340181399
"102","FDK60","OUT017",1553.6351394927
"103","FDZ25","OUT017",2705.54943458878
"104","FDG12","OUT046",1951.6543714681
"105","DRB01","OUT019",462.521786703601
"106","NCC43","OUT027",6669.35190139037
"107","FDX13","OUT019",600.289065558633
"108","FDM22","OUT049",848.11036925442
"109","FDJ03","OUT027",1300.54791828877
"110","FDU14","OUT018",3992.09949269792
"111","FDB33","OUT010",383.982929824561
"112","FDP27","OUT046",3047.16542720984
"113","FDO38","OUT010",185.195603878116
"114","FDE28","OUT027",6175.95527743316
"115","FDO27","OUT035",1524.36107511145
"116","DRL23","OUT027",2850.06954588235
"117","FDS28","OUT046",894.377327963105
"118","FDX24","OUT013",1479.14578348962
"119","FDZ02","OUT035",1540.30230235204
"120","FDL46","OUT045",1869.13206899308
"121","FDS60","OUT027",4757.46992299465
"122","NCO06","OUT017",528.32366093774
"123","FDO16","OUT035",1352.5429669485
"124","FDC60","OUT049",1396.11842508839
"125","FDA48","OUT018",3519.59090471945
"126","FDZ36","OUT027",4961.27100748663
"127","FDK27","OUT045",1928.73186484243
"128","FDW23","OUT018",620.394077663336
"129","FDM14","OUT018",1760.11031317448
"130","FDM14","OUT013",1729.74302647194
"131","FDW60","OUT018",2842.33008700999
"132","FDE21","OUT013",1861.18223299001
"133","NCM42","OUT035",1748.37575428132
"134","FDY59","OUT010",226.841470914127
"135","DRI49","OUT049",1299.84134001537
"136","FDT28","OUT019",365.256825484765
"137","FDQ22","OUT018",632.633692482706
"138","FDR60","OUT049",1223.20709460415
"139","FDC50","OUT019",228.68428531856
"140","FDV24","OUT013",2426.26629362029
"141","DRF48","OUT010",454.883958448753
"142","FDQ47","OUT046",584.768455526518
"143","DRN36","OUT049",1556.32664006149
"144","NCY06","OUT035",2055.33468138355
"145","FDE52","OUT035",1431.28054653344
"146","NCB54","OUT045",2028.7521175711
"147","NCF31","OUT035",2439.01096436587
"148","FDJ08","OUT027",5050.70609818182
"149","NCC07","OUT017",1695.71568258263
"150","NCD19","OUT027",1430.74322588235
"151","FDL46","OUT049",1901.09763394312
"152","FDM20","OUT045",3935.19119741737
"153","NCI06","OUT010",435.751237303786
"154","DRM11","OUT035",4144.77981712529
"155","NCH07","OUT018",2532.63810410453
"156","FDS23","OUT013",2069.7607408455
"157","FDO49","OUT018",784.767405749423
"158","FDS35","OUT049",1043.39759520369
"159","DRK39","OUT045",1318.97912375096
"160","DRI39","OUT049",931.684338816295
"161","FDV04","OUT017",2525.73993518832
"162","NCN14","OUT035",2917.82955486549
"163","FDH08","OUT013",3693.63701275942
"164","FDS20","OUT046",2925.31589017679
"165","FDV40","OUT049",1205.16253318985
"166","FDZ48","OUT010",266.943449676824
"167","FDS24","OUT027",2329.99089433155
"168","FDK44","OUT049",2786.97851474251
"169","FDS48","OUT045",2404.94206524212
"170","FDK26","OUT010",451.344653739612
"171","FDD23","OUT045",3014.18975040738
"172","NCH54","OUT017",2581.0915074558
"173","NCP14","OUT010",257.227626038781
"174","FDM60","OUT010",95.1681320406279
"175","FDV24","OUT017",2418.27490238278
"176","FDH08","OUT018",3656.87661306687
"177","FDS12","OUT027",3396.76103165775
"178","FDR39","OUT027",4807.05495572193
"179","FDP12","OUT027",971.033127486631
"180","DRF60","OUT027",6292.77497454545
"181","FDC09","OUT035",1641.96238856264
"182","FDF50","OUT018",3173.8097989854
"183","FDG28","OUT035",3898.43079772483
"184","NCE19","OUT017",886.974103120676
"185","NCM53","OUT010",261.326149584487
"186","NCN18","OUT049",1773.36003984627
"187","FDF32","OUT035",3182.85285730976
"188","FDF11","OUT013",3827.13799821676
"189","DRI59","OUT049",3599.46326186011
"190","NCG54","OUT035",2709.25104700999
"191","FDM44","OUT046",1620.63816018447
"192","FDT57","OUT018",3775.52959360492
"193","FDV24","OUT046",2416.67662413528
"194","FDI50","OUT019",550.128391505078
"195","FDS09","OUT035",818.331248946964
"196","NCC31","OUT027",4114.26965518717
"197","FDQ07","OUT019",528.905119113573
"198","FDC22","OUT017",3066.80826687164
"199","FDZ56","OUT046",2706.64265691007
"200","FDZ40","OUT019",130.218307479224
"201","FDS46","OUT027",3150.37941240642
"202","DRD24","OUT045",2247.42535083782
"203","FDV45","OUT017",3023.23280873174
"204","FDL26","OUT045",2490.07275781706
"205","FDA56","OUT018",1966.54393162183
"206","FDN27","OUT046",1888.85801912375
"207","FDM20","OUT049",3916.01185844735
"208","FDO16","OUT017",1323.77395849347
"209","FDL03","OUT035",3126.40806272098
"210","FDE58","OUT046",1870.18373607994
"211","FDI02","OUT027",2986.49757925134
"212","NCC55","OUT019",93.8908144044321
"213","FDR03","OUT018",3289.224667794
"214","FDB14","OUT017",1480.19745057648
"215","FDR45","OUT013",3850.60711600307
"216","NCN07","OUT017",2078.21563277479
"217","FDM51","OUT019",246.93374976916
"218","FDT52","OUT027",6517.86632641711
"219","FDL26","OUT046",2466.09858410453
"220","NCZ42","OUT046",3818.68310628747
"221","DRI47","OUT019",351.59508033241
"222","FDW40","OUT013",2256.46840916218
"223","FDN34","OUT046",2704.49776750192
"224","FDS01","OUT035",2850.82653417371
"225","NCG55","OUT045",1857.48062056879
"226","FDC11","OUT035",1397.17009217525
"227","FDX35","OUT018",3618.55949036126
"228","NCB06","OUT046",2563.51044673328
"229","FDR09","OUT019",627.542532779317
"230","FDC53","OUT017",1549.3453606764
"231","FDY45","OUT013",4079.37507468101
"232","FDA22","OUT010",406.896414589104
"233","FDE02","OUT035",1522.80435209839
"234","FDW21","OUT045",1611.63665709454
"235","FDV34","OUT046",1176.39352473482
"236","FDS59","OUT049",1744.63258662567
"237","NCW17","OUT017",2044.18828888547
"238","NCK54","OUT046",1873.42184780938
"239","FDG17","OUT019",589.760008310249
"240","FDG35","OUT017",2766.20089752498
"241","FDD08","OUT010",91.3936463527239
"242","NCO07","OUT017",3374.86041629516
"243","FDJ10","OUT010",343.556913204063
"244","FDW36","OUT017",1663.20350647194
"245","FDW21","OUT010",243.959941828255
"246","FDY19","OUT017",1886.7131297156
"247","DRE03","OUT013",752.338340107609
"248","NCC55","OUT049",610.299352252114
"249","FDH52","OUT010",153.614710064635
"250","FDO09","OUT017",4230.49867609531
"251","FDU43","OUT045",3827.17955345119
"252","FDX09","OUT010",422.642433056325
"253","FDH40","OUT019",200.718997229917
"254","FDW58","OUT017",1669.59661946195
"255","FDC47","OUT017",3632.39738342813
"256","NCR41","OUT035",1508.92490379708
"257","DRG49","OUT035",3911.76363486549
"258","FDC52","OUT027",4052.35755764706
"259","FDY13","OUT046",1191.78814081476
"260","FDY35","OUT013",703.884936756341
"261","FDI35","OUT017",2905.08488411991
"262","NCU18","OUT049",2260.75818797848
"263","FDY33","OUT018",2533.68977119139
"264","FDC15","OUT027",4192.28784
"265","FDU01","OUT049",2980.66746244427
"266","NCU42","OUT046",2709.83921340507
"267","NCV29","OUT018",2839.6385864412
"268","NCY30","OUT017",2923.21255600307
"269","FDQ46","OUT049",1792.5393788163
"270","FDG58","OUT027",4092.97938780749
"271","FDK33","OUT017",3408.4242594927
"272","NCD07","OUT045",1848.43756224443
"273","NCX29","OUT027",3843.16471294118
"274","NCT42","OUT013",2370.87316611837
"275","DRN59","OUT035",733.705612298232
"276","FDI44","OUT035",1263.1640507917
"277","FDA45","OUT049",2848.7232
"278","FDP31","OUT045",1050.33731935434
"279","FDY01","OUT046",1840.95122693313
"280","FDT09","OUT018",2122.96742370484
"281","DRH03","OUT027",2523.21603850267
"282","FDA36","OUT018",2983.86401893928
"283","NCF31","OUT017",2451.79719034589
"284","FDG14","OUT049",2418.23334714835
"285","FDG28","OUT027",6533.83402695187
"286","FDU14","OUT049",3998.49260568793
"287","FDY47","OUT019",316.627483841182
"288","FDI56","OUT049",1445.07688436587
"289","DRD01","OUT013",902.41027443505
"290","FDM22","OUT046",876.879377709454
"291","FDH33","OUT013",675.157483535742
"292","DRZ24","OUT013",1893.06468747118
"293","NCQ38","OUT046",1681.83623428132
"294","FDO16","OUT027",2236.14339572193
"295","FDU07","OUT027",3971.60889604278
"296","NCB07","OUT013",3108.82700199846
"297","FDU48","OUT045",2111.77947597233
"298","NCM43","OUT045",2639.09302505765
"299","FDR31","OUT010",348.691295475531
"300","DRK49","OUT018",657.112922121445
"301","NCI30","OUT010",590.961024930748
"302","DRD60","OUT017",2895.4952146349
"303","NCG19","OUT046",3761.73325577248
"304","FDH12","OUT035",1678.63967778632
"305","FDM32","OUT035",1465.34944565719
"306","FDM27","OUT035",2494.82603732513
"307","NCU53","OUT027",4411.98743165775
"308","NCQ18","OUT046",1585.01253804766
"309","FDS10","OUT013",2863.02459375865
"310","FDB33","OUT027",4189.55736320856
"311","FDI12","OUT013",1372.69086253651
"312","NCW42","OUT013",3539.31685485012
"313","NCC06","OUT018",2055.92284777863
"314","FDW02","OUT017",2011.75922324366
"315","NCD43","OUT017",1666.94667412759
"316","FDM57","OUT018",1326.42390382782
"317","FDA58","OUT017",3786.21248541122
"318","FDK56","OUT046",2959.84828999231
"319","FDP52","OUT045",3695.23529100692
"320","FDW20","OUT018",1981.43349177556
"321","FDS52","OUT049",1604.69693294389
"322","NCT29","OUT018",1915.39902770177
"323","NCL54","OUT013",2822.64569211376
"324","FDC05","OUT045",3169.01496424289
"325","FDF34","OUT035",3145.54584645657
"326","FDP03","OUT027",3311.66915550802
"327","FDD32","OUT010",200.960456140351
"328","FDZ10","OUT045",2037.8367311299
"329","FDZ40","OUT035",865.144818816295
"330","FDD51","OUT018",699.636713174481
"331","NCY30","OUT019",433.654408125577
"332","FDP58","OUT017",3483.41867142198
"333","FDV49","OUT017",4224.61061903151
"334","FDY24","OUT019",126.596423822715
"335","NCO55","OUT017",1713.25518807071
"336","FDR13","OUT017",1864.37878948501
"337","FDS51","OUT017",991.242579431207
"338","FDP26","OUT045",1673.88639827825
"339","NCB54","OUT027",3439.27237304813
"340","FDF32","OUT017",3150.88729235972
"341","FDN31","OUT018",3023.19125349731
"342","DRM48","OUT017",576.735509054573
"343","FDN20","OUT049",2701.84782216756
"344","DRL01","OUT046",3727.11774548809
"345","FDV56","OUT049",1714.30685515757
"346","DRH13","OUT027",2866.94740534759
"347","FDA03","OUT017",2327.25615274404
"348","FDF47","OUT027",5957.9376168984
"349","FDX32","OUT046",2341.13560104535
"350","FDX57","OUT049",1542.44719176018
"351","NCA30","OUT045",3046.11376012298
"352","FDO49","OUT013",787.963962244427
"353","FDL04","OUT019",253.923502308403
"354","DRM48","OUT035",595.914848024596
"355","FDR16","OUT013",3393.49314410453
"356","NCC19","OUT018",3079.59449285165
"357","NCE42","OUT045",3763.87814518063
"358","FDY24","OUT017",877.931044796311
"359","FDH19","OUT049",2804.55957546503
"360","FDJ46","OUT013",2771.5007881937
"361","FDN45","OUT010",542.337961218837
"362","FDY08","OUT035",2237.33062542659
"363","FDZ37","OUT035",1384.42542142967
"364","NCT30","OUT045",757.133174850115
"365","DRY23","OUT018",669.857592867025
"366","NCZ30","OUT018",1945.26125847809
"367","FDC44","OUT018",1811.67716255188
"368","FDB45","OUT035",1672.28812003075
"369","FDY04","OUT013",2608.72573835511
"370","FDM27","OUT046",2539.57782825519
"371","FDZ43","OUT017",3855.86545143736
"372","FDT39","OUT019",363.966951985226
"373","NCC06","OUT019",306.009569713758
"374","FDL15","OUT027",4086.88504877005
"375","FDL57","OUT017",4116.05236390469
"376","FDU08","OUT046",1577.56775797079
"377","FDK40","OUT017",4220.9090066103
"378","FDQ12","OUT010",553.184778393352
"379","FDS48","OUT017",2416.13001297464
"380","FDP09","OUT045",3389.79153168332
"381","FDW21","OUT049",1582.86764863951
"382","FDY25","OUT035",2894.44354754804
"383","DRE13","OUT017",1366.84436070715
"384","FDV43","OUT019",103.123720221607
"385","FDD22","OUT045",1786.14626582629
"386","FDM46","OUT019",223.861385041551
"387","NCO30","OUT010",446.604332409972
"388","FDM25","OUT046",2777.34729002306
"389","NCN41","OUT049",1963.85243105304
"390","FDU24","OUT045",1491.38539830899
"391","FDZ50","OUT046",2937.00889383551
"392","FDP45","OUT013",4019.22866767102
"393","NCM54","OUT045",2016.51250275173
"394","FDW10","OUT019",423.366809787627
"395","FDP20","OUT017",2044.22984411991
"396","FDK32","OUT046",2414.4901794927
"397","FDN52","OUT049",1402.00648215219
"398","FDM58","OUT045",1774.95831809377
"399","FDZ46","OUT027",2949.30880470588
"400","NCA18","OUT018",1872.37018072252
"401","FDD35","OUT046",1947.40614788624
"402","NCK31","OUT035",790.613907578786
"403","FDI40","OUT027",2675.54257903743
"404","FDT50","OUT019",236.086932594644
"405","NCT06","OUT046",2633.71002392006
"406","FDT31","OUT035",3002.96024744043
"407","FDT45","OUT049",848.61542518063
"408","FDT13","OUT045",2990.72063262106
"409","FDO50","OUT045",1454.11994269024
"410","NCU18","OUT010",340.093909510619
"411","NCR54","OUT049",3118.41667148347
"412","NCO18","OUT018",2849.22825592621
"413","FDU09","OUT045",899.760329100692
"414","FDT13","OUT018",2997.11374561107
"415","FDE09","OUT046",1793.63260113759
"416","NCK53","OUT019",244.125099722992
"417","FDG45","OUT049",3408.97087065334
"418","DRH15","OUT035",719.909274465796
"419","FDO21","OUT019",540.96550877193
"420","FDD14","OUT027",4902.7919655615
"421","FDC09","OUT046",1641.96238856264
"422","FDH45","OUT027",1151.79282010695
"423","FDV32","OUT046",1039.69598278248
"424","FDG12","OUT035",1903.70602404304
"425","FDS32","OUT013",2240.5271819216
"426","NCL55","OUT018",4014.93888885473
"427","DRE01","OUT035",3892.6258511299
"428","DRE15","OUT049",1230.69342991545
"429","NCL42","OUT045",3947.97742339739
"430","FDP31","OUT013",1023.16658914681
"431","FDN33","OUT018",1495.08701073021
"432","FDZ59","OUT046",2634.76169100692
"433","FDE45","OUT010",430.521720221607
"434","FDJ07","OUT013",1892.6011867794
"435","FDQ45","OUT018",2948.19684156802
"436","FDM33","OUT027",5832.99568278075
"437","FDO15","OUT010",182.793570637119
"438","FDM46","OUT013",1478.59917232898
"439","FDR03","OUT045",3287.6263895465
"440","FDY49","OUT018",2659.82908704074
"441","FDQ60","OUT045",1898.91118930054
"442","FDW10","OUT049",2815.15935680246
"443","FDO51","OUT049",713.011105549577
"444","FDJ40","OUT018",1738.78608479631
"445","FDS20","OUT018",2912.52966419677
"446","FDU45","OUT013",1797.29265832437
"447","FDV02","OUT035",2707.65276876249
"448","FDN09","OUT046",3872.35328983859
"449","NCM55","OUT027",4968.41389219251
"450","FDN23","OUT018",2311.81998142967
"451","FDY31","OUT010",350.457808864266
"452","FDW03","OUT010",257.227626038781
"453","FDD14","OUT046",2931.66744793236
"454","FDV23","OUT017",2009.1092779093
"455","DRI03","OUT045",2808.21963265181
"456","FDN13","OUT035",1587.66248338201
"457","FDF45","OUT027",1591.19200342246
"458","FDU46","OUT035",1397.75825857033
"459","FDB57","OUT049",3554.20641500384
"460","FDV12","OUT049",1592.49887335895
"461","FDQ58","OUT013",2415.54184657955
"462","NCA18","OUT017",1853.1908417525
"463","FDH52","OUT049",980.054631698693
"464","FDM24","OUT018",2399.60061933897
"465","NCP43","OUT027",4821.34072513369
"466","NCO18","OUT019",426.099158818098
"467","FDM32","OUT017",1457.35805441968
"468","NCL07","OUT017",606.514629362029
"469","FDK03","OUT013",4047.40950973098
"470","FDP59","OUT017",1634.47605325134
"471","FDQ24","OUT049",4006.44244169101
"472","FDQ16","OUT018",1751.57231077633
"473","FDU44","OUT013",2567.71711508071
"474","FDH28","OUT010",93.3253176361957
"475","FDV28","OUT019",86.0941061865189
"476","FDM22","OUT045",860.896595234435
"477","FDR56","OUT046",3133.85284279785
"478","FDV39","OUT049",3146.09245761722
"479","FDU37","OUT019",194.364764542936
"480","FDQ11","OUT010",619.339207756233
"481","FDX02","OUT045",3572.79758757879
"482","NCS42","OUT018",1480.23900581091
"483","FDY57","OUT027",2519.57540278075
"484","FDB21","OUT049",3866.00173208301
"485","FDE28","OUT017",3673.91106262875
"486","FDQ55","OUT017",1810.58394023059
"487","FDA48","OUT049",3557.94958265949
"488","FDZ19","OUT045",2786.93695950807
"489","NCC43","OUT045",4034.15978305918
"490","NCV18","OUT046",1309.38945426595
"491","NCA42","OUT018",2542.22777358955
"492","FDY45","OUT046",4096.95613540354
"493","NCC30","OUT045",2858.27131425058
"494","FDM57","OUT013",1364.78258176787
"495","FDL09","OUT010",402.709034164358
"496","FDB09","OUT027",3321.40413026738
"497","FDT44","OUT035",1899.49935569562
"498","NCT06","OUT027",4372.06818032086
"499","FDX26","OUT049",2930.11072491929
"500","FDK32","OUT013",2446.45574444274
"501","DRA12","OUT046",2284.18575053036
"502","FDO46","OUT010",453.670385964912
"503","FDE52","OUT013",1384.93047735588
"504","NCH42","OUT045",3679.2525085319
"505","FDV08","OUT035",672.002482275173
"506","FDB47","OUT018",3366.95213552652
"507","FDC28","OUT010",266.873426592798
"508","FDD22","OUT046",1818.11183077633
"509","FDS07","OUT027",3067.17704748663
"510","DRI13","OUT045",3467.4774441814
"511","FDG32","OUT018",3563.79608448885
"512","FDU14","OUT017",4000.09088393543
"513","FDD28","OUT019",141.954659279778
"514","NCP41","OUT017",1751.06725485012
"515","FDS08","OUT049",2797.57829607994
"516","FDX47","OUT045",2517.74854395081
"517","FDC53","OUT019",242.517466297322
"518","FDQ19","OUT035",3854.26717318985
"519","FDL14","OUT045",2475.68825358955
"520","FDM33","OUT019",534.058335180055
"521","FDA51","OUT045",1810.07888430438
"522","FDZ27","OUT018",777.32262567256
"523","FDT04","OUT046",659.804422690238
"524","DRC13","OUT049",1994.21971775557
"525","FDR16","OUT027",5714.35566780749
"526","FDQ03","OUT027",6286.61144213904
"527","FDE38","OUT035",2681.65837134512
"528","DRH23","OUT027",1518.56557882353
"529","FDT11","OUT019",453.352626038781
"530","FDD09","OUT035",2872.06765208301
"531","FDR40","OUT045",1309.97762066103
"532","FDX07","OUT017",2932.76067025365
"533","FDR07","OUT035",1550.48013823213
"534","FDA51","OUT017",1826.0616667794
"535","FDT59","OUT019",555.999706371191
"536","FDF20","OUT017",3117.87006032283
"537","FDR13","OUT045",1835.60978102998
"538","FDY26","OUT049",3359.97085614143
"539","FDW04","OUT017",2075.06063151422
"540","FDK52","OUT017",3626.59243683321
"541","FDN60","OUT049",2511.86048688701
"542","FDM09","OUT019",412.60257156048
"543","FDP46","OUT049",1404.61487225211
"544","FDB50","OUT019",191.232076638966
"545","NCQ29","OUT049",4136.78842588778
"546","FDP16","OUT027",6530.26258459893
"547","FDX33","OUT018",2575.75006155265
"548","FDP07","OUT010",471.837271468144
"549","FDN22","OUT046",4014.43383292852
"550","FDF39","OUT049",4182.55032867025
"551","FDS21","OUT017",970.464962213682
"552","NCM42","OUT013",1713.21363283628
"553","FDK50","OUT019",394.759723915051
"554","DRF13","OUT027",3910.60695743316
"555","FDH35","OUT018",2620.41874201384
"556","FDP60","OUT018",1590.31242871637
"557","DRJ49","OUT027",3464.06488941176
"558","NCT42","OUT019",358.178216066482
"559","FDE38","OUT049",2680.06009309762
"560","FDI04","OUT049",3174.86146607225
"561","NCH54","OUT045",2523.55349054573
"562","FDT56","OUT049",941.779064227517
"563","DRD15","OUT018",3713.82646358186
"564","FDV58","OUT013",3098.18566542659
"565","FDP21","OUT049",2990.17402146041
"566","FDH05","OUT013",3720.76618773251
"567","FDR10","OUT027",4299.44175572193
"568","NCP06","OUT045",2388.41267160646
"569","FDF33","OUT049",1701.52062917756
"570","DRK37","OUT013",3010.40502751729
"571","DRH49","OUT045",1346.69646511914
"572","FDT58","OUT013",2676.82198136818
"573","FDD41","OUT018",1667.49328528824
"574","FDP40","OUT018",1763.77037036126
"575","FDM51","OUT027",2705.65766224599
"576","FDO45","OUT010",208.585728531856
"577","FDW33","OUT010",257.22134810711
"578","FDY24","OUT045",865.144818816295
"579","FDB10","OUT010",573.607373037858
"580","FDM40","OUT035",2265.00641156034
"581","NCI06","OUT017",2890.74193512683
"582","FDW12","OUT019",346.600744228994
"583","FDX48","OUT027",4121.41253989305
"584","NCW05","OUT027",2850.06954588235
"585","FDX27","OUT017",1520.65946269024
"586","DRM37","OUT045",3169.01496424289
"587","FDA38","OUT045",3860.7018414143
"588","FDR36","OUT046",640.036917325134
"589","FDZ45","OUT046",3177.51141140661
"590","FDG05","OUT017",2532.67965933897
"591","FDK28","OUT013",4132.58175754035
"592","FDV47","OUT045",1370.62908359723
"593","FDN21","OUT045",2565.61378090699
"594","FDP20","OUT027",3385.20573903743
"595","FDI35","OUT045",2905.08488411991
"596","DRY23","OUT013",692.233488332052
"597","FDA56","OUT017",1961.74909687932
"598","FDB09","OUT013",1969.15232172175
"599","NCO26","OUT027",3122.9948059893
"600","FDQ49","OUT018",2502.31237263643
"601","FDI52","OUT027",3257.60252149733
"602","FDZ44","OUT027",3126.49705497326
"603","FDZ09","OUT018",2627.35846616449
"604","FDY03","OUT049",1807.97555013067
"605","NCG42","OUT017",2076.65890976172
"606","DRI13","OUT027",5802.94979294118
"607","FDQ32","OUT013",2008.05761082244
"608","FDW16","OUT035",1454.11994269024
"609","FDU27","OUT046",751.791728946964
"610","FDR28","OUT010",393.14581255771
"611","FDQ49","OUT010",381.898656509695
"612","FDS37","OUT046",1856.3873982475
"613","FDW26","OUT018",3523.83912830131
"614","FDX12","OUT018",3853.76211726364
"615","NCP06","OUT013",2409.19028882398
"616","FDW45","OUT010",350.6992677747
"617","NCN30","OUT049",1511.02823797079
"618","FDN24","OUT049",848.61542518063
"619","NCL41","OUT027",873.475799786096
"620","FDR02","OUT019",264.369980609418
"621","FDD09","OUT010",436.793373961219
"622","FDS33","OUT010",208.986067405355
"623","FDU22","OUT045",1911.73897051499
"624","FDI53","OUT013",2597.57934585703
"625","DRH01","OUT049",2809.35441020753
"626","FDX32","OUT013",2285.19586238278
"627","NCP30","OUT018",635.83024897771
"628","FDB60","OUT045",3131.24445269792
"629","FDB14","OUT049",1492.9836765565
"630","NCP02","OUT035",927.899615926211
"631","FDJ10","OUT017",2243.7237384166
"632","FDG34","OUT046",1766.50342616449
"633","NCB18","OUT017",1404.1098163259
"634","FDM16","OUT049",1186.48825014604
"635","FDW25","OUT018",1344.51002047656
"636","FDB35","OUT010",220.404659279778
"637","DRN11","OUT013",2289.44408596464
"638","FDF41","OUT019",599.412086795937
"639","FDH16","OUT045",1409.40970699462
"640","NCQ50","OUT018",3396.68970059954
"641","DRH23","OUT018",913.598222167563
"642","DRJ37","OUT013",2427.82301663336
"643","DRJ24","OUT027",4917.84950716578
"644","FDY16","OUT035",2931.66744793236
"645","FDQ27","OUT045",1681.37273358955
"646","FDZ33","OUT045",2375.16294493467
"647","FDF29","OUT045",2099.03480522675
"648","FDA08","OUT049",2607.63251603382
"649","FDG31","OUT046",1041.79931695619
"650","FDE34","OUT019",442.7472677747
"651","NCR30","OUT027",1963.21813561497
"652","FDV33","OUT035",4125.6420333897
"653","DRZ24","OUT018",1921.83369592621
"654","NCL54","OUT035",2773.0990664412
"655","FDR12","OUT049",2763.04589626441
"656","NCC54","OUT046",3866.54834324366
"657","DRN59","OUT013",733.705612298232
"658","FDX50","OUT019",266.384230840259
"659","FDV31","OUT027",4748.71430053476
"660","NCA29","OUT027",4598.97985005348
"661","FDW60","OUT049",2826.34730453497
"662","FDX08","OUT017",2915.76777592621
"663","DRD49","OUT013",3779.23120602613
"664","FDD33","OUT046",3696.24540285934
"665","FDW35","OUT013",675.199038770177
"666","FDJ36","OUT017",1645.15894505765
"667","FDV51","OUT035",2659.28247588009
"668","FDW36","OUT046",1701.56218441199
