"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"48","NCS41","OUT035",3096.79093560255
"49","FDF41","OUT035",4128.97953094493
"50","FDU34","OUT046",2022.57592483269
"51","DRH11","OUT046",924.542938023716
"52","FDM03","OUT013",1720.85602892931
"53","FDS31","OUT017",3046.54978236992
"54","FDJ20","OUT017",1979.65513857937
"55","FDV44","OUT027",5160.08745322341
"56","FDG02","OUT049",3129.0385213539
"57","FDA09","OUT013",2949.37541742878
"58","FDT04","OUT013",615.214538853868
"59","FDL58","OUT019",622.110817215715
"60","FDE52","OUT045",1415.58335636247
"61","FDW12","OUT035",2423.46376502879
"62","FDL51","OUT017",3506.70290912275
"63","NCY42","OUT027",3661.8685262012
"64","FDR07","OUT017",1517.68503274554
"65","FDN40","OUT045",2433.10470870342
"66","FDB35","OUT027",2475.79243925339
"67","FDA22","OUT017",2798.69337843089
"68","NCL06","OUT046",4313.54133215181
"69","FDI35","OUT013",2979.22462508916
"70","NCW42","OUT045",3550.02422621248
"71","NCX06","OUT049",2990.12414863912
"72","FDC37","OUT027",2826.20155569667
"73","FDZ14","OUT018",1704.28743438113
"74","DRG49","OUT049",4055.55841346459
"75","NCG06","OUT045",4114.78710268022
"76","DRC36","OUT045",2792.43449699457
"77","FDV21","OUT019",340.067654053807
"78","FDB53","OUT046",2427.16282179996
"79","DRP47","OUT019",590.938258472128
"80","FDA14","OUT013",2342.99692402643
"81","DRC24","OUT035",2595.4167955882
"82","FDW21","OUT018",1407.69873938819
"83","NCH29","OUT046",1617.72652092861
"84","FDU58","OUT013",3091.49476224684
"85","FDY27","OUT017",2953.84206332167
"86","FDV56","OUT035",1847.46345881381
"87","FDT59","OUT046",3801.59001822117
"88","FDB23","OUT046",3699.53544386272
"89","FDR49","OUT045",740.352317717775
"90","FDB03","OUT010",659.995161342013
"91","FDN39","OUT045",2650.23868570016
"92","FDX02","OUT027",5906.65892377038
"93","FDQ16","OUT027",2845.07249383927
"94","FDU35","OUT018",1429.97423000434
"95","NCT29","OUT013",1983.04981248438
"96","FDZ27","OUT046",774.549310560958
"97","FDN57","OUT017",2318.46509286838
"98","FDA03","OUT018",1993.5864026627
"99","FDZ36","OUT045",2992.45766231976
"100","NCU05","OUT013",1295.6190350611
"101","FDT39","OUT018",2087.52314551721
"102","FDK60","OUT017",1602.15826282531
"103","FDZ25","OUT017",2875.49255205948
"104","FDG12","OUT046",2023.94742363733
"105","DRB01","OUT019",467.399722591383
"106","NCC43","OUT027",6460.85739664735
"107","FDX13","OUT019",616.452250383727
"108","FDM22","OUT049",863.21459074528
"109","FDJ03","OUT027",1364.99542802332
"110","FDU14","OUT018",3494.63299036702
"111","FDB33","OUT010",371.443141736158
"112","FDP27","OUT046",3128.48393864881
"113","FDO38","OUT010",182.52723778915
"114","FDE28","OUT027",6161.52809143122
"115","FDO27","OUT035",1580.44083713659
"116","DRL23","OUT027",2760.12205149836
"117","FDS28","OUT046",906.325908513509
"118","FDX24","OUT013",1491.4124293565
"119","FDZ02","OUT035",1592.70811412949
"120","FDL46","OUT045",1764.24087017138
"121","FDS60","OUT027",4710.39749762393
"122","NCO06","OUT017",546.556160696534
"123","FDO16","OUT035",1439.62189021534
"124","FDC60","OUT049",1474.83631328604
"125","FDA48","OUT018",3258.69620145054
"126","FDZ36","OUT027",4963.35727162893
"127","FDK27","OUT045",1921.43300477803
"128","FDW23","OUT018",490.786252359824
"129","FDM14","OUT018",1477.45609937393
"130","FDM14","OUT013",1747.58437666662
"131","FDW60","OUT018",2530.24675302543
"132","FDE21","OUT013",1895.23491922907
"133","NCM42","OUT035",1844.192486437
"134","FDY59","OUT010",216.524289046198
"135","DRI49","OUT049",1318.4469913438
"136","FDT28","OUT019",354.800380513865
"137","FDQ22","OUT018",452.805795922497
"138","FDR60","OUT049",1241.92696259268
"139","FDC50","OUT019",225.287803685515
"140","FDV24","OUT013",2476.98133705773
"141","DRF48","OUT010",447.649193702071
"142","FDQ47","OUT046",600.255919507051
"143","DRN36","OUT049",1589.3973631629
"144","NCY06","OUT035",2155.83406263988
"145","FDE52","OUT035",1483.60284179902
"146","NCB54","OUT045",2016.44138807342
"147","NCF31","OUT035",2557.3190736324
"148","FDJ08","OUT027",5195.5914805867
"149","NCC07","OUT017",1765.96823542943
"150","NCD19","OUT027",1472.72425018846
"151","FDL46","OUT049",1914.82590454359
"152","FDM20","OUT045",3944.38376062021
"153","NCI06","OUT010",438.059109649607
"154","DRM11","OUT035",4356.50664253836
"155","NCH07","OUT018",2312.77429898105
"156","FDS23","OUT013",2102.35109373652
"157","FDO49","OUT018",653.984878068752
"158","FDS35","OUT049",1060.76698593036
"159","DRK39","OUT045",1298.61451140768
"160","DRI39","OUT049",933.898398667148
"161","FDV04","OUT017",2613.25991939819
"162","NCN14","OUT035",3044.50109600697
"163","FDH08","OUT013",3779.66410372474
"164","FDS20","OUT046",3013.24620983577
"165","FDV40","OUT049",1226.89725517885
"166","FDZ48","OUT010",252.251255376874
"167","FDS24","OUT027",2389.62966707415
"168","FDK44","OUT049",2864.08514098852
"169","FDS48","OUT045",2418.8237819675
"170","FDK26","OUT010",440.866154038424
"171","FDD23","OUT045",3034.55780777847
"172","NCH54","OUT017",2694.07548815255
"173","NCP14","OUT010",250.758258418659
"174","FDM60","OUT010",90.1826386764163
"175","FDV24","OUT017",2493.407418831
"176","FDH08","OUT018",3183.89311323924
"177","FDS12","OUT027",3393.45325135726
"178","FDR39","OUT027",4841.12800102447
"179","FDP12","OUT027",930.918905410815
"180","DRF60","OUT027",6238.66240891835
"181","FDC09","OUT035",1744.45149140288
"182","FDF50","OUT018",3092.9097702395
"183","FDG28","OUT035",4111.9706357059
"184","NCE19","OUT017",907.161367676937
"185","NCM53","OUT010",266.521471949831
"186","NCN18","OUT049",1817.26036052123
"187","FDF32","OUT035",3363.29827197753
"188","FDF11","OUT013",3926.6297897283
"189","DRI59","OUT049",3726.73570329148
"190","NCG54","OUT035",2843.70694305077
"191","FDM44","OUT046",1649.36978130444
"192","FDT57","OUT018",3226.8903615862
"193","FDV24","OUT046",2484.22728327691
"194","FDI50","OUT019",568.900229032716
"195","FDS09","OUT035",845.328357033369
"196","NCC31","OUT027",4044.86383443495
"197","FDQ07","OUT019",533.833550988053
"198","FDC22","OUT017",3191.97872225562
"199","FDZ56","OUT046",2784.47931778838
"200","FDZ40","OUT019",134.381866633646
"201","FDS46","OUT027",3111.36938301708
"202","DRD24","OUT045",2249.39435473071
"203","FDV45","OUT017",3174.02418999727
"204","FDL26","OUT045",2497.09654646339
"205","FDA56","OUT018",1671.33750587504
"206","FDN27","OUT046",1751.7297221615
"207","FDM20","OUT049",4050.78912948772
"208","FDO16","OUT017",1399.54531306565
"209","FDL03","OUT035",3328.44148299776
"210","FDE58","OUT046",1892.9562205733
"211","FDI02","OUT027",3004.4179605106
"212","NCC55","OUT019",85.4912848639723
"213","FDR03","OUT018",2833.8030182707
"214","FDB14","OUT017",1514.29798695603
"215","FDR45","OUT013",3940.89799363153
"216","NCN07","OUT017",2157.2781343194
"217","FDM51","OUT019",253.599439896101
"218","FDT52","OUT027",6366.9303193729
"219","FDL26","OUT046",2514.51684847437
"220","NCZ42","OUT046",3919.55572391966
"221","DRI47","OUT019",346.445990158652
"222","FDW40","OUT013",2302.0287038214
"223","FDN34","OUT046",2786.038811814
"224","FDS01","OUT035",3064.7003787696
"225","NCG55","OUT045",1853.44543637783
"226","FDC11","OUT035",1454.57269752657
"227","FDX35","OUT018",3527.52258328569
"228","NCB06","OUT046",2622.84012748747
"229","FDR09","OUT019",611.889667915898
"230","FDC53","OUT017",1623.23605541837
"231","FDY45","OUT013",4164.39281360854
"232","FDA22","OUT010",383.201504643869
"233","FDE02","OUT035",1577.03890537306
"234","FDW21","OUT045",1659.68593345184
"235","FDV34","OUT046",1194.9601616719
"236","FDS59","OUT049",1787.95537150515
"237","NCW17","OUT017",2154.74244655048
"238","NCK54","OUT046",1917.45403464534
"239","FDG17","OUT019",585.059408155427
"240","FDG35","OUT017",2780.16101153376
"241","FDD08","OUT010",85.0007042614642
"242","NCO07","OUT017",3583.54307009568
"243","FDJ10","OUT010",310.195502709898
"244","FDW36","OUT017",1720.51070192778
"245","FDW21","OUT010",226.038158806111
"246","FDY19","OUT017",1949.84449373692
"247","DRE03","OUT013",738.188699204225
"248","NCC55","OUT049",624.185957151774
"249","FDH52","OUT010",149.230017621104
"250","FDO09","OUT017",4397.35161115385
"251","FDU43","OUT045",3842.26226141086
"252","FDX09","OUT010",421.291496360584
"253","FDH40","OUT019",196.909459526538
"254","FDW58","OUT017",1698.81565194157
"255","FDC47","OUT017",3782.77868993483
"256","NCR41","OUT035",1596.68385950982
"257","DRG49","OUT035",4113.77494941159
"258","FDC52","OUT027",3913.44524326569
"259","FDY13","OUT046",1206.70419419303
"260","FDY35","OUT013",706.488346130195
"261","FDI35","OUT017",3103.34061259714
"262","NCU18","OUT049",2331.42218865091
"263","FDY33","OUT018",2337.22553868574
"264","FDC15","OUT027",4103.2199679311
"265","FDU01","OUT049",3056.56622065581
"266","NCU42","OUT046",2788.71439464791
"267","NCV29","OUT018",2453.40813338604
"268","NCY30","OUT017",3077.0064050974
"269","FDQ46","OUT049",1835.89868038069
"270","FDG58","OUT027",4039.07599994596
"271","FDK33","OUT017",3605.45959215614
"272","NCD07","OUT045",1837.44323923762
"273","NCX29","OUT027",3802.40929564828
"274","NCT42","OUT013",2411.07889105318
"275","DRN59","OUT035",758.418237820684
"276","FDI44","OUT035",1302.11819336915
"277","FDA45","OUT049",2641.98201030863
"278","FDP31","OUT045",942.463672225994
"279","FDY01","OUT046",1880.55069213507
"280","FDT09","OUT018",1785.23238640289
"281","DRH03","OUT027",2546.86667247704
"282","FDA36","OUT018",2611.19481382939
"283","NCF31","OUT017",2554.6642586794
"284","FDG14","OUT049",2496.18975727638
"285","FDG28","OUT027",6341.35633438626
"286","FDU14","OUT049",4093.95429394621
"287","FDY47","OUT019",307.525368272633
"288","FDI56","OUT049",1467.83282068429
"289","DRD01","OUT013",904.623386820157
"290","FDM22","OUT046",887.904731711349
"291","FDH33","OUT013",676.787792367974
"292","DRZ24","OUT013",1927.17531632184
"293","NCQ38","OUT046",1715.19555439213
"294","FDO16","OUT027",2240.86778376546
"295","FDU07","OUT027",4062.94846559037
"296","NCB07","OUT013",3139.72113255764
"297","FDU48","OUT045",2112.36305764051
"298","NCM43","OUT045",2644.21198930882
"299","FDR31","OUT010",310.204070767465
"300","DRK49","OUT018",449.427519567189
"301","NCI30","OUT010",586.12915585063
"302","DRD60","OUT017",3044.7774895707
"303","NCG19","OUT046",3768.48266708388
"304","FDH12","OUT035",1727.32847661768
"305","FDM32","OUT035",1532.10633391486
"306","FDM27","OUT035",2593.65515665967
"307","NCU53","OUT027",4368.02463851738
"308","NCQ18","OUT046",1607.57111184967
"309","FDS10","OUT013",2900.28585078248
"310","FDB33","OUT027",4319.3161620511
"311","FDI12","OUT013",1381.90746492209
"312","NCW42","OUT013",3584.4308907671
"313","NCC06","OUT018",1753.99122038396
"314","FDW02","OUT017",2109.99691459203
"315","NCD43","OUT017",1752.57471371175
"316","FDM57","OUT018",1108.27776656703
"317","FDA58","OUT017",3949.93933136089
"318","FDK56","OUT046",3034.84404994107
"319","FDP52","OUT045",3718.28156864223
"320","FDW20","OUT018",1682.90682193741
"321","FDS52","OUT049",1652.0970872661
"322","NCT29","OUT018",1641.45412116926
"323","NCL54","OUT013",2880.77605061407
"324","FDC05","OUT045",3182.02306595073
"325","FDF34","OUT035",3367.87742827097
"326","FDP03","OUT027",3302.17193948587
"327","FDD32","OUT010",189.896135513444
"328","FDZ10","OUT045",2038.51612878045
"329","FDZ40","OUT035",894.502104472487
"330","FDD51","OUT018",534.667591361952
"331","NCY30","OUT019",437.033009169364
"332","FDP58","OUT017",3619.0073480724
"333","FDV49","OUT017",4468.21514753621
"334","FDY24","OUT019",128.294864523905
"335","NCO55","OUT017",1773.37778934819
"336","FDR13","OUT017",1965.50745495525
"337","FDS51","OUT017",1023.34370186519
"338","FDP26","OUT045",1658.09606426594
"339","NCB54","OUT027",3411.37561510448
"340","FDF32","OUT017",3309.85458753453
"341","FDN31","OUT018",2647.03072543751
"342","DRM48","OUT017",595.246948651358
"343","FDN20","OUT049",2775.73291207365
"344","DRL01","OUT046",3783.84263025557
"345","FDV56","OUT049",1762.16979975219
"346","DRH13","OUT027",2851.92041857931
"347","FDA03","OUT017",2401.37063455798
"348","FDF47","OUT027",5954.74060944325
"349","FDX32","OUT046",2400.62274805363
"350","FDX57","OUT049",1575.30574981253
"351","NCA30","OUT045",3043.09820489255
"352","FDO49","OUT013",773.322841149799
"353","FDL04","OUT019",248.824645871324
"354","DRM48","OUT035",611.289085235639
"355","FDR16","OUT013",3463.94431413534
"356","NCC19","OUT018",2897.75613858074
"357","NCE42","OUT045",3257.87475353559
"358","FDY24","OUT017",920.618304379963
"359","FDH19","OUT049",2868.2849693122
"360","FDJ46","OUT013",2824.72405338017
"361","FDN45","OUT010",547.909015962031
"362","FDY08","OUT035",2321.19548736008
"363","FDZ37","OUT035",1462.48238126529
"364","NCT30","OUT045",754.429037069509
"365","DRY23","OUT018",492.756092175987
"366","NCZ30","OUT018",1709.21402127332
"367","FDC44","OUT018",1575.53131960838
"368","FDB45","OUT035",1699.60641192262
"369","FDY04","OUT013",2656.59781001204
"370","FDM27","OUT046",2606.93663264576
"371","FDZ43","OUT017",4046.91477115008
"372","FDT39","OUT019",358.176170606638
"373","NCC06","OUT019",298.57547437563
"374","FDL15","OUT027",4093.75814080434
"375","FDL57","OUT017",4339.8893106447
"376","FDU08","OUT046",1601.615373335
"377","FDK40","OUT017",4465.72713272408
"378","FDQ12","OUT010",555.169660401905
"379","FDS48","OUT017",2547.85254382812
"380","FDP09","OUT045",3384.01258941266
"381","FDW21","OUT049",1673.23611902567
"382","FDY25","OUT035",3073.78031283504
"383","DRE13","OUT017",1420.14111951073
"384","FDV43","OUT019",96.9140533829832
"385","FDD22","OUT045",1777.84274213251
"386","FDM46","OUT019",232.452289389498
"387","NCO30","OUT010",453.146362011255
"388","FDM25","OUT046",2839.25555640891
"389","NCN41","OUT049",2021.1759944388
"390","FDU24","OUT045",1498.68290118021
"391","FDZ50","OUT046",3010.53601890036
"392","FDP45","OUT013",4129.65841422883
"393","NCM54","OUT045",2012.64118306823
"394","FDW10","OUT019",416.530877638149
"395","FDP20","OUT017",2111.67631739526
"396","FDK32","OUT046",2480.45641113844
"397","FDN52","OUT049",1419.40125683133
"398","FDM58","OUT045",1773.71334405959
"399","FDZ46","OUT027",2937.68649350794
"400","NCA18","OUT018",1616.50589754374
"401","FDD35","OUT046",2005.16745023136
"402","NCK31","OUT035",826.118918159492
"403","FDI40","OUT027",2712.91691569119
"404","FDT50","OUT019",230.132266311246
"405","NCT06","OUT046",2698.97131498369
"406","FDT31","OUT035",3196.8950083867
"407","FDT45","OUT049",862.446602931309
"408","FDT13","OUT045",3007.6549542579
"409","FDO50","OUT045",1446.05840593977
"410","NCU18","OUT010",326.584617744416
"411","NCR54","OUT049",3226.39406528927
"412","NCO18","OUT018",2458.06415432668
"413","FDU09","OUT045",895.368957996141
"414","FDT13","OUT018",2573.56457003339
"415","FDE09","OUT046",1833.95064139779
"416","NCK53","OUT019",249.284846814514
"417","FDG45","OUT049",3529.63251553707
"418","DRH15","OUT035",731.752560279741
"419","FDO21","OUT019",543.751931870797
"420","FDD14","OUT027",4997.29776564658
"421","FDC09","OUT046",1677.50675346998
"422","FDH45","OUT027",1116.83123812768
"423","FDV32","OUT046",1053.85174999471
"424","FDG12","OUT035",2010.89663532379
"425","FDS32","OUT013",2269.44704300798
"426","NCL55","OUT018",3491.6809419132
"427","DRE01","OUT035",4042.15615850384
"428","DRE15","OUT049",1244.71150509099
"429","NCL42","OUT045",3955.17565712522
"430","FDP31","OUT013",948.528553591475
"431","FDN33","OUT018",1342.16494328228
"432","FDZ59","OUT046",2719.18801866367
"433","FDE45","OUT010",424.975742101794
"434","FDJ07","OUT013",1924.24827985069
"435","FDQ45","OUT018",2540.44160187632
"436","FDM33","OUT027",5735.75211076608
"437","FDO15","OUT010",175.715479711495
"438","FDM46","OUT013",1484.30954441598
"439","FDR03","OUT045",3290.16648710002
"440","FDY49","OUT018",2269.06735104456
"441","FDQ60","OUT045",1907.75400259592
"442","FDW10","OUT049",2671.55476201897
"443","FDO51","OUT049",729.386878578448
"444","FDJ40","OUT018",1465.63758386859
"445","FDS20","OUT018",2565.71019062659
"446","FDU45","OUT013",1826.00707576556
"447","FDV02","OUT035",2835.89466278385
"448","FDN09","OUT046",3986.57997778254
"449","NCM55","OUT027",5005.32229117445
"450","FDN23","OUT018",2025.47404331604
"451","FDY31","OUT010",330.949194507014
"452","FDW03","OUT010",270.236804267046
"453","FDD14","OUT046",2895.22430840378
"454","FDV23","OUT017",2077.02043376001
"455","DRI03","OUT045",2794.79031163753
"456","FDN13","OUT035",1608.51301110839
"457","FDF45","OUT027",1659.83913855028
"458","FDU46","OUT035",1475.08986472349
"459","FDB57","OUT049",3664.81500261429
"460","FDV12","OUT049",1633.38192961199
"461","FDQ58","OUT013",2463.17308252917
"462","NCA18","OUT017",1925.52368814345
"463","FDH52","OUT049",995.997868303944
"464","FDM24","OUT018",2147.37162966323
"465","NCP43","OUT027",4839.3153372144
"466","NCO18","OUT019",422.055046964186
"467","FDM32","OUT017",1505.44844471708
"468","NCL07","OUT017",627.500570038437
"469","FDK03","OUT013",4125.17741993077
"470","FDP59","OUT017",1595.91509630804
"471","FDQ24","OUT049",4160.69436661464
"472","FDQ16","OUT018",1486.53853965173
"473","FDU44","OUT013",2617.32986509844
"474","FDH28","OUT010",91.1667310453301
"475","FDV28","OUT019",83.0838336285376
"476","FDM22","OUT045",854.225584514834
"477","FDR56","OUT046",3222.48980896834
"478","FDV39","OUT049",3261.40792451578
"479","FDU37","OUT019",201.800702556362
"480","FDQ11","OUT010",617.4590903666
"481","FDX02","OUT045",3571.70886912697
"482","NCS42","OUT018",1266.27511663761
"483","FDY57","OUT027",2564.93339111796
"484","FDB21","OUT049",3972.55490896138
"485","FDE28","OUT017",3815.91684675412
"486","FDQ55","OUT017",1921.16243488861
"487","FDA48","OUT049",3681.90266738848
"488","FDZ19","OUT045",2778.71369122966
"489","NCC43","OUT045",4039.31508651551
"490","NCV18","OUT046",1331.71090037329
"491","NCA42","OUT018",2250.94114957911
"492","FDY45","OUT046",4209.89344884867
"493","NCC30","OUT045",2866.17840236216
"494","FDM57","OUT013",1370.61015759485
"495","FDL09","OUT010",389.048046739651
"496","FDB09","OUT027",3419.2118657031
"497","FDT44","OUT035",1977.98184656027
"498","NCT06","OUT027",4319.8449819388
"499","FDX26","OUT049",3007.22691286464
"500","FDK32","OUT013",2496.40444721582
"501","DRA12","OUT046",2336.53444793856
"502","FDO46","OUT010",470.846412610747
"503","FDE52","OUT013",1369.53110680797
"504","NCH42","OUT045",3677.61669897294
"505","FDV08","OUT035",705.438388512678
"506","FDB47","OUT018",2967.1549199306
"507","FDC28","OUT010",255.641872074343
"508","FDD22","OUT046",1860.28868620052
"509","FDS07","OUT027",3185.74130807942
"510","DRI13","OUT045",3491.95142752629
"511","FDG32","OUT018",3291.50393389429
"512","FDU14","OUT017",4168.10889192982
"513","FDD28","OUT019",148.367873564392
"514","NCP41","OUT017",1836.23338455979
"515","FDS08","OUT049",2875.26339518179
"516","FDX47","OUT045",2511.39777311352
"517","FDC53","OUT019",238.3905858559
"518","FDQ19","OUT035",4123.33883428451
"519","FDL14","OUT045",2473.85664151665
"520","FDM33","OUT019",538.507663034112
"521","FDA51","OUT045",1810.67478107181
"522","FDZ27","OUT018",651.502730951846
"523","FDT04","OUT046",664.945158118599
"524","DRC13","OUT049",2058.38489802384
"525","FDR16","OUT027",5632.67464727783
"526","FDQ03","OUT027",6217.01359892267
"527","FDE38","OUT035",2818.29379880337
"528","DRH23","OUT027",1672.95835926532
"529","FDT11","OUT019",454.166229301217
"530","FDD09","OUT035",3092.79899960217
"531","FDR40","OUT045",1302.12303507762
"532","FDX07","OUT017",3107.71777160592
"533","FDR07","OUT035",1530.99391968457
"534","FDA51","OUT017",1874.17727625786
"535","FDT59","OUT019",574.879849648623
"536","FDF20","OUT017",3283.90246615642
"537","FDR13","OUT045",1842.83538944987
"538","FDY26","OUT049",3382.2864380268
"539","FDW04","OUT017",2162.31118909861
"540","FDK52","OUT017",3763.26896864115
"541","FDN60","OUT049",2596.47897929789
"542","FDM09","OUT019",418.12886392857
"543","FDP46","OUT049",1429.52058731309
"544","FDB50","OUT019",209.473917323304
"545","NCQ29","OUT049",4272.99215950851
"546","FDP16","OUT027",6352.55808335454
"547","FDX33","OUT018",2360.00943570517
"548","FDP07","OUT010",462.895243134422
"549","FDN22","OUT046",4052.5646717591
"550","FDF39","OUT049",4315.19900547668
"551","FDS21","OUT017",1006.99042081847
"552","NCM42","OUT013",1727.26625494817
"553","FDK50","OUT019",395.421530457038
"554","DRF13","OUT027",3870.41663341419
"555","FDH35","OUT018",2291.88274314794
"556","FDP60","OUT018",1354.5529550817
"557","DRJ49","OUT027",3382.53515279219
"558","NCT42","OUT019",348.623467180486
"559","FDE38","OUT049",2766.97036304338
"560","FDI04","OUT049",3296.23746410607
"561","NCH54","OUT045",2526.15643899646
"562","FDT56","OUT049",954.300238186495
"563","DRD15","OUT018",3250.90459773418
"564","FDV58","OUT013",2869.34945736102
"565","FDP21","OUT049",3111.67366677904
"566","FDH05","OUT013",3815.37179317485
"567","FDR10","OUT027",4195.02822808359
"568","NCP06","OUT045",2181.1232817251
"569","FDF33","OUT049",1746.11995198727
"570","DRK37","OUT013",3093.92991945844
"571","DRH49","OUT045",1345.63209068638
"572","FDT58","OUT013",2728.18295677827
"573","FDD41","OUT018",1457.32223888767
"574","FDP40","OUT018",1814.90304470692
"575","FDM51","OUT027",2712.46853446499
"576","FDO45","OUT010",202.446299157047
"577","FDW33","OUT010",252.784008906169
"578","FDY24","OUT045",906.460004609101
"579","FDB10","OUT010",578.92965612642
"580","FDM40","OUT035",2344.80176143294
"581","NCI06","OUT017",3033.84083489357
"582","FDW12","OUT019",337.058997884792
"583","FDX48","OUT027",4082.67989809038
"584","NCW05","OUT027",2772.10742821522
"585","FDX27","OUT017",1514.77227039387
"586","DRM37","OUT045",3199.53138903472
"587","FDA38","OUT045",3927.51639594261
"588","FDR36","OUT046",655.007598619373
"589","FDZ45","OUT046",3275.5275893815
"590","FDG05","OUT017",2637.24680642137
"591","FDK28","OUT013",4206.71937014265
"592","FDV47","OUT045",1360.40863813415
"593","FDN21","OUT045",2561.86773359225
"594","FDP20","OUT027",3491.40668039662
"595","FDI35","OUT045",2926.49809996403
"596","DRY23","OUT013",696.738679620007
"597","FDA56","OUT017",2071.05840850443
"598","FDB09","OUT013",1999.50118443021
"599","NCO26","OUT027",3063.45574642893
"600","FDQ49","OUT018",2234.05575429334
"601","FDI52","OUT027",3216.57112168762
"602","FDZ44","OUT027",3231.02653801099
"603","FDZ09","OUT018",2424.00479600607
"604","FDY03","OUT049",1873.49061166766
"605","NCG42","OUT017",2148.10104470309
"606","DRI13","OUT027",5834.670914125
"607","FDQ32","OUT013",2035.53767458744
"608","FDW16","OUT035",1504.06992379099
"609","FDU27","OUT046",750.255199318864
"610","FDR28","OUT010",384.761224513442
"611","FDQ49","OUT010",385.135242451979
"612","FDS37","OUT046",1902.12486399219
"613","FDW26","OUT018",3251.75665604781
"614","FDX12","OUT018",3311.13093773826
"615","NCP06","OUT013",2359.57325463862
"616","FDW45","OUT010",332.274573565714
"617","NCN30","OUT049",1549.99581211557
"618","FDN24","OUT049",862.832913486059
"619","NCL41","OUT027",928.045228320072
"620","FDR02","OUT019",260.132619808249
"621","FDD09","OUT010",437.786509059486
"622","FDS33","OUT010",187.627737284405
"623","FDU22","OUT045",1911.68132455148
"624","FDI53","OUT013",2640.89292021056
"625","DRH01","OUT049",2884.40335530046
"626","FDX32","OUT013",2330.14559262111
"627","NCP30","OUT018",466.950922707293
"628","FDB60","OUT045",3146.65849969798
"629","FDB14","OUT049",1503.23930691968
"630","NCP02","OUT035",960.312456259633
"631","FDJ10","OUT017",2332.65467837879
"632","FDG34","OUT046",1804.53282881922
"633","NCB18","OUT017",1435.68844970853
"634","FDM16","OUT049",1209.0383733509
"635","FDW25","OUT018",1249.73626331129
"636","FDB35","OUT010",216.369950868681
"637","DRN11","OUT013",2321.71511395071
"638","FDF41","OUT019",584.87846308546
"639","FDH16","OUT045",1390.89140384675
"640","NCQ50","OUT018",2977.36131791467
"641","DRH23","OUT018",774.984705767226
"642","DRJ37","OUT013",2469.63847690502
"643","DRJ24","OUT027",4870.15053201181
"644","FDY16","OUT035",3063.23768084669
"645","FDQ27","OUT045",1727.86849643179
"646","FDZ33","OUT045",2374.4176303722
"647","FDF29","OUT045",2103.81969336349
"648","FDA08","OUT049",2693.88379240956
"649","FDG31","OUT046",1053.88342204804
"650","FDE34","OUT019",440.845961485909
"651","NCR30","OUT027",2040.81560742323
"652","FDV33","OUT035",4409.36916244638
"653","DRZ24","OUT018",1670.88072956239
"654","NCL54","OUT035",2909.49638381316
"655","FDR12","OUT049",2871.32188791006
"656","NCC54","OUT046",3940.76227927797
"657","DRN59","OUT013",734.084299792358
"658","FDX50","OUT019",256.641450569476
"659","FDV31","OUT027",4861.94612078502
"660","NCA29","OUT027",4593.34739178368
"661","FDW60","OUT049",3008.70241883725
"662","FDX08","OUT017",3109.23962669206
"663","DRD49","OUT013",3859.88932146639
"664","FDD33","OUT046",3788.88847569286
"665","FDW35","OUT013",676.85345054909
"666","FDJ36","OUT017",1696.23754054768
"667","FDV51","OUT035",2826.13955555842
"668","FDW36","OUT046",1738.98005851631
